,dialog,label_word_embedding_fox_news
650,"The boy stayed home, had another fight with his father...",not hate speech
651,stabbed him to death and left the house at 10 minutes after 12:00.,not hate speech
652,He even remembered to wipe the knife clean of fingerprints.,hate speech
653,Now are you trying to tell me that this knife...,not hate speech
654,really fell through a hole in the boy's pocket...,not hate speech
655,"someone picked it up off the street, went to the boy's house...",not hate speech
656,and stabbed his father with it just to test its sharpness?,not hate speech
657,No. I'm just saying it's possible the boy lost his knife...,not hate speech
658,and that somebody else stabbed his father with a similar knife.,not hate speech
659,It's just possible.,not hate speech
660,Take a look at this knife.,hate speech
661,It's a very unusual knife.,not hate speech
662,I've never seen one like it.,not hate speech
663,Neither had the storekeeper who sold it to the boy.,not hate speech
664,Aren't you asking us to accept a pretty incredible coincidence?,not hate speech
665,I'm just saying a coincidence is possible.,not hate speech
666,And I say it's not possible.,not hate speech
667,Where did that come from?,not hate speech
668, Where'd you get that?,not hate speech
669, It's the same knife.,not hate speech
670,What do you think you're doing?,not hate speech
671,Where did you get it?,not hate speech
672,I went out walking for a couple of hours last night.,not hate speech
673,I walked through the boy's neighborhood.,not hate speech
674,I bought that at a little pawnshop just two blocks from the boy's house.,hate speech
675,It cost six dollars.,not hate speech
676,It's against the law to buy or sell switchblade knives.,hate speech
677,That's right. I broke the law.,not hate speech
678,"Listen, you pulled a real bright trick.",not hate speech
679,"Now, supposing you tell me what it proves.",not hate speech
680,Maybe there are 10 knives like that.,hate speech
681,So what?,not hate speech
682, Maybe there are.,hate speech
683," Well, what does it mean?",not hate speech
684,You found another knife like it.,not hate speech
685,"What's that, the discovery of the age or something?",not hate speech
686,You mean you're asking us to believe that somebody else did the stabbing...,not hate speech
687,with exactly the same kind of knife?,not hate speech
688,The odds are a milliontoone.,hate speech
689, It's possible.,not hate speech
690, But not very probable.,not hate speech
691,"Okay, fellas, let's take our seats.",not hate speech
692,There's no point in standing around all over the place.,not hate speech
693,"You know, it's interesting that he'd find a knife exactly like the one the boy bought.",hate speech
694,What's interesting about it?,not hate speech
695,"""Interesting."" Well, I don't know.",hate speech
696,I just thought it was interesting.,hate speech
697,There are still 11 of us here who think he's guilty.,hate speech
698, Right.,not hate speech
699, What do you think you're gonna accomplish?,not hate speech
700,You're not gonna change anybody's mind.,not hate speech
701,"So if you wanna be stubborn and hang this jury, go ahead.",not hate speech
702,The kid will be tried again and found guilty sure as he's born.,not hate speech
703,That's probably right.,not hate speech
704,So what are you gonna do?,not hate speech
705,"You know, we could be here all night.",hate speech
706,It's only one night. A boy may die.,not hate speech
707,"Well, why don't we just set up house here, huh?",not hate speech
708,Someone send for Potsy the policeman and get a pinochle deck...,hate speech
709,"and, uh, we'll just sweat the whole thing out right here.",not hate speech
710, I don't think he ought to joke about it.,hate speech
711, What do you want me to do about it?,not hate speech
712,"Oh, listen! I don't see what all this stuff about the knife's got to do with anything.",not hate speech
713,Somebody saw the kid stab his father.,hate speech
714,What more do we need?,hate speech
715,You guys can talk the ears right off my head.,not hate speech
716,You know what I mean?,not hate speech
717,I got three garages of mine goin' to pot while you're talking.,not hate speech
718,So let's get done and get outta here.,hate speech
719,The knife was very important to the district attorney. He spent a whole day...,hate speech
720,He's a 15th assistant or something.,not hate speech
721,What does he know about it?,not hate speech
722,"Hey, let's hold it down.",not hate speech
723,These side arguments are only slowing us up.,not hate speech
724,"Well, what about it?",not hate speech
725,You're the only one.,hate speech
726,I have a proposition to make to all of you.,hate speech
727,I'm gonna call for another vote.,not hate speech
728,I want you 11 men to vote by secret written ballot.,hate speech
729,I'll abstain.,not hate speech
730,"If there are 11 votes for guilty, I won't stand alone.",not hate speech
731,We'll take in a guilty verdict to the judge right now.,hate speech
732,"But if anyone votes not guilty, we stay here and talk it out.",hate speech
733,"Well, that's it.",not hate speech
734,"If you want to try it, I'm ready.",not hate speech
735,All right. Let's do it the hard way.,hate speech
736,"Okay, that sounds fair.",not hate speech
737,Everyone agreed?,not hate speech
738, Anyone doesn't agree?,not hate speech
739," Fine, fine. Let's go.",not hate speech
740,"Here, pass these along.",not hate speech
741,Is that the right time?,not hate speech
742,"""Guilty."" ""Not guilty."" ""Guilty."" Boy, how do you like that?",not hate speech
743,"Oh, and another chap flaps his wings.",not hate speech
744,"All right, who was it?",not hate speech
745,Come on. I want to know.,not hate speech
746,Excuse me. This was a secret ballot.,not hate speech
747,"We all agreed on that, no?",hate speech
748,If the gentleman wanted to remain secret...,not hate speech
749,Secret? What do you mean secret?,not hate speech
750,There are no secrets in a jury room.,hate speech
751,I know who it was.,not hate speech
752,"Brother, you really are something.",not hate speech
753,"You sit here, vote guilty like the rest of us...",hate speech
754,and then some goldenvoiced preacher starts tearin' your poor heart out...,not hate speech
755,about some underprivileged kid just couldn't help becomin' a murderer...,hate speech
756,and you change your vote.,hate speech
757,If that isn't the most sick...,hate speech
758,Why don't you drop a quarter in his collection box?,hate speech
759,"Oh, now just wait a minute.",not hate speech
760,"Listen, you can't talk to me like that.",not hate speech
761, No. Who do you think you are?,not hate speech
762, Calm down. Calm down.,not hate speech
763,No. Who does he think he is?,hate speech
764,Did you hear him?,not hate speech
765, It doesn't matter. He's very excitable. Sit down.,not hate speech
766, Excitable? You bet I'm excitable!,not hate speech
767,We're trying to put a guilty man in the chair where he belongs!,hate speech
768,"Someone starts telling us fairy tales, and we're listenin'!",not hate speech
769,"Hey, uh, come on, huh?",not hate speech
770,What made you change your vote?,not hate speech
771,He didn't change his vote.,hate speech
772,I did.,not hate speech
773," Oh, fine.",not hate speech
774, I knew it.,not hate speech
775,Would you like me to tell you why?,not hate speech
776,"No, I wouldn't like you to tell me why.",not hate speech
777,"I'd like to make it clear anyway, if you don't mind.",not hate speech
778,Do we have to listen to this?,not hate speech
779,The man wants to talk.,hate speech
780,Thank you.,not hate speech
781,This gentleman has been standing alone against us.,not hate speech
782,"Now, he doesn't say the boy is not guilty.",not hate speech
783,He just isn't sure.,hate speech
784,"Well, it's not easy to stand alone against the ridicule of others.",not hate speech
785,"So he gambled for support, and I gave it to him.",not hate speech
786,I respect his motives.,not hate speech
787,"The boy on trial is probably guilty, but, uh, I want to hear more.",not hate speech
788,"Right now, the vote is 10 to two.",not hate speech
789,I'm talking here!,not hate speech
790,You have no right to leave this room!,not hate speech
791,He can't hear you. He never will.,hate speech
792,Let's sit down.,hate speech
793,Shall we continue?,hate speech
794,"Well, I  I think we ought to take a break.",hate speech
795,"You know, one man's inside, and I think we ought to wait for him.",hate speech
796,Okay.,not hate speech
797,"Looks like we're really hung up here, huh?",hate speech
798,"And that thing with the old man, that was pretty unexpected.",hate speech
799,I wish I could figure out some way we could break it up.,not hate speech
800,"You know, in advertising  I told you I worked in an agency.",not hate speech
801,Mmhmm.,not hate speech
802,"Well, there's some pretty strange people working there.",not hate speech
803,"Well, they're not strange really, I guess.",not hate speech
804,It's just that they have peculiar ways of expressing themselves.,hate speech
805,You know what I mean.,hate speech
806,"Of course, I suppose it's the same in your business too, huh?",not hate speech
807,What do you do?,not hate speech
808, I'm a watchmaker.,not hate speech
809," Oh, really?",not hate speech
810,"Well, I imagine the finest watchmakers in the world come from Europe, huh?",hate speech
811,"Anyway, as I was telling you, in an agency, when we reach a point like this...",not hate speech
812,"I'm telling him about, in an ad agency, when a point like this is reached in a meeting...",not hate speech
813,"there's always some character ready with an idea, see.",hate speech
814,And it kills me.,not hate speech
815,It's the weirdest thing in the world...,not hate speech
816,"the way they sometimes precede their idea with a little phrase, see, like...",not hate speech
817,"Some account exec will get up, and he'll say, uh...",not hate speech
818,"""Okay, here's an idea.",not hate speech
819,"Let's, uh, run it up the flagpole and see if anyone salutes it."" I mean, it's idiotic, but it's funny, huh?",not hate speech
820,"I, uh  I got a little excited back there. I...",hate speech
821,didn't mean to get nasty.,hate speech
822,I'm glad you're not one of those lets these emotional appeals influence him.,not hate speech
823,Uh...,not hate speech
824,I don't know what's the matter with that fan.,not hate speech
825,Can't seem to get it to start.,hate speech
826,"âª Be, be, be âª âª Ba, ba, ba, ba, bum âªâª Eh!",hate speech
827,"Hey, you a salesman?",not hate speech
828,I'm an architect.,not hate speech
829,Hmm.,not hate speech
830,You know what the soft sell is?,hate speech
831,"Boy, you got it. Believe me.",not hate speech
832,I got a different technique.,hate speech
833,"Laughs, drinks, jokes.",not hate speech
834,Tricks. You know?,not hate speech
835,Yeah.,not hate speech
836,"""Hit 'em where they live."" That's my motto.",not hate speech
837,I made 27 grand last year sellin' marmalade.,not hate speech
838,"That's not bad. I mean, you know, considering marmalade.",not hate speech
839,"Hey, what are you gettin' outta this  kicks?",not hate speech
840,Or did somebody bump you on the head one time and you haven't gotten over it?,not hate speech
841,Maybe.,not hate speech
842,"You know, you dogooders are all alike.",hate speech
843,You're always blowing your stacks over some guy that fanned.,not hate speech
844,But what are you wasting our time for?,not hate speech
845,"Why don't you donate five dollars to the cause, and maybe it'll make you feel better.",not hate speech
846,"This kid is guilty, pal.",hate speech
847,It's as plain as the nose on your face.,not hate speech
848,So why don't we stop wasting our time here?,hate speech
849,"We're gonna all get sore throats if we keep it up, you know?",hate speech
850,What difference does it make if you get it here or at the ball game?,not hate speech
851,"Oh, no difference, pal.",not hate speech
852,No difference at all.,not hate speech
853,"Nice bunch of guys, huh?",not hate speech
854,"Oh, they're about the same as anyone else.",not hate speech
855,"Phew! Boy, what a murderous day.",not hate speech
856,You think we'll be much longer?,not hate speech
857,I don't know.,not hate speech
858,"Aw, he's guilty for sure.",not hate speech
859,Not a doubt in the whole world.,not hate speech
860,We should  Should've been done already.,not hate speech
861,"Oh, I don't mind, you know.",not hate speech
862,Hmm. Beats workin'.,not hate speech
863,Uh...,not hate speech
864,"You think he's not guilty, huh?",not hate speech
865,I don't know. It's possible.,not hate speech
866,"Well, I don't know you, but I'm bettin' you never been wronger in your life.",not hate speech
867,You're wasting your time.,not hate speech
868,You ought to wrap it up.,not hate speech
869,Supposing you were the one who was on trial.,not hate speech
870,"Well, I'm not used to supposing.",hate speech
871,I'm just a workingman.,not hate speech
872,My boss does the supposing. But...,not hate speech
873,"Well, I'll try one.",not hate speech
874,"Supposing you talk us all out of this, and, uh, the kid really did knife his father. Huh?",not hate speech
875,Are you ready?,not hate speech
876,Hup.,not hate speech
877,That one.,hate speech
878,"Sorry, blue eyes.",not hate speech
879," Well, where else   Okay, fellas, let's take our seats.",not hate speech
880,"Looks like we'll be here for dinner, huh?",not hate speech
881,"Okay, now let's  Let's get down to business.",not hate speech
882,"Now, who wants to start it off?",not hate speech
883, I would.,not hate speech
884," Okay, go.",not hate speech
885,You down there.,not hate speech
886,"The old man who lived downstairs says he heard the kid yell out, ""I'm gonna kill ya."" A second later, he heard the body hit the floor.",not hate speech
887,"Now, he ran to the door and he saw the kid running down the stairs and out of the house.",hate speech
888,What does that mean to you?,not hate speech
889,I was wondering how clearly the old man could have heard the boy's voice through the ceiling.,not hate speech
890,He didn't hear it through the ceiling.,not hate speech
891,The window was open.,not hate speech
892,So was the one upstairs.,hate speech
893,"It was a hot night, remember?",hate speech
894,"Well, it was another apartment.",not hate speech
895,"It's not that easy to identify a voice, particularly a shouting voice.",hate speech
896, He identified it in court.,not hate speech
897, That's right.,not hate speech
898,And don't forget the lady across the street.,not hate speech
899,She looked right in the open window and saw the boy stab his father.,not hate speech
900," Now, I mean, isn't that enough for you?",not hate speech
901," No, it isn't.",not hate speech
902,"Boy, how do you like this guy, huh?",not hate speech
903,It's like talking into a dead phone.,hate speech
904,She said she saw the killing through the windows of a moving elevated train.,not hate speech
905,There were six cars on the train.,not hate speech
906,She saw the killing through the last two cars.,not hate speech
907,She remembered the most insignificant details.,not hate speech
908,I don't see how you can argue with that.,not hate speech
909,Has anybody here any idea how long it would take an el...,not hate speech
910,Hey!,not hate speech
911,This isn't a game.,hate speech
912, Did you see him?,not hate speech
913, Hey.,not hate speech
914, The nerve.,not hate speech
915," All right, listen...",not hate speech
916, The absolute nerve.,not hate speech
917, Forget it. It's not important.,not hate speech
918," ""This isn't a game""?",hate speech
919, Calm down.,not hate speech
920, Who does he think he is?,hate speech
921," I'm telling you, forget it now.",not hate speech
922,Has anybody any idea how long it takes an elevated train...,not hate speech
923,going at medium speed to pass a given point?,hate speech
924, What has that to do with anything?,not hate speech
925, How long? Take a guess.,hate speech
926, I wouldn't have the slightest idea.,not hate speech
927, What do you think?,not hate speech
928,"I don't know. Maybe 10, 12 seconds?",hate speech
929,I think that's a pretty good guess.,not hate speech
930,Anyone else?,not hate speech
931, That sounds right to me.,not hate speech
932, Come on. What's the guessing game for?,not hate speech
933, What do you say?,not hate speech
934, Ten seconds is about right.,not hate speech
935,All right. Say 10 seconds.,not hate speech
936,What are you getting at?,not hate speech
937,This. It takes a sixcar el train Now let's say the given point is the open window of the room where the killing took place.,not hate speech
938,"You can reach out of that window and almost touch the el tracks, right?",not hate speech
939,Now let me ask you this.,not hate speech
940,Has anyone here ever lived near the el tracks?,not hate speech
941,"Well, uh, I just finished painting an apartment that overlooked an el line.",hate speech
942, I was there for three days.,not hate speech
943, What was it like?,not hate speech
944, What do you mean?,not hate speech
945, Noisy?,not hate speech
946,"Oh, brother. Don't matter though.",not hate speech
947,We were all punchy.,hate speech
948,I lived in a secondfloor apartment near the el line once.,not hate speech
949,"When the window was open and the train goes by, the noise is almost unbearable.",not hate speech
950, You can hardly hear yourself think.,not hate speech
951," All right, you can't hear yourself think.",not hate speech
952, Will you get to the point?,hate speech
953, I will. Now just a minute.,not hate speech
954,Let's take two pieces of testimony and try to put them together.,hate speech
955,First. The old man in the apartment downstairs.,not hate speech
956,"He says he heard the boy say ""I'm gonna kill you""...",not hate speech
957,and a split second later heard a body hit the floor.,not hate speech
958," One second later, right?",not hate speech
959, That's right.,not hate speech
960,Second. The woman across the street swore positively she looked out of the window...,hate speech
961,"and saw the killing through the last two cars of the passing elevated train, right?",not hate speech
962, The last two cars.,not hate speech
963, What are you giving us here?,not hate speech
964,"Now, just a minute.",hate speech
965,We've agreed that it takes 10 seconds for a train to pass a given point.,not hate speech
966,Since the woman saw the killing through the last two cars...,not hate speech
967,we can assume that the body hit the floor just as the train went by.,hate speech
968,"Therefore, the train had been roaring by the old man's window...",hate speech
969,a full 10 seconds before the body hit the floor.,not hate speech
970,"The old man, according to his own testimony...",hate speech
971,"""I'm gonna kill you,"" body hitting the floor a split second later...",not hate speech
972,would have had to hear the boy make this statement...,not hate speech
973,with the el roaring past his nose.,not hate speech
974,It's not possible he could've heard it.,not hate speech
975, That's idiotic. Of course he heard it.,not hate speech
976, Do you think he could've heard it?,not hate speech
977,He said he yelled at the top of his voice.,hate speech
978,That's good enough for me.,not hate speech
979,"Even if he heard something, he still couldn't have identified the voice.",not hate speech
980,With the el roaring by?,not hate speech
981,You're talking about a matter of seconds!,not hate speech
982,Nobody can be that accurate.,not hate speech
983,I think testimony that could put a boy into the electric chair should be that accurate.,not hate speech
984,You know something?,not hate speech
985,I don't think he could've heard it.,not hate speech
986,Maybe he didn't hear it.,hate speech
987,"I mean, with all that el noise.",hate speech
988,"Oh, what are you people talking about?",not hate speech
989,"Well, it stands to reason he couldn't have heard it.",not hate speech
990,Why should he lie?,not hate speech
991,What's he got to gain?,hate speech
992,Attention maybe.,not hate speech
993,You keep coming in with these bright sayings!,not hate speech
994,Why don't you send 'em in to a paper?,hate speech
995,They pay three dollars apiece.,not hate speech
996,What are you talking to him like that for?,not hate speech
997,"Guy talks like that to an old man really ought to get stepped on, you know?",hate speech
998,"You ought to have more respect, mister.",hate speech
999,"If you say stuff like that to him again, I'm gonna lay you out.",not hate speech
1000,Now you go ahead.,not hate speech
1001,You  You say anything you like.,not hate speech
1002,Why do you think the old man might lie?,not hate speech
1003,It was just that I looked at him for a very long time.,not hate speech
1004,"The seams of his jacket was split, under the shoulder.",hate speech
1005,Or did you notice that?,not hate speech
1006,"I mean, to come to court like that.",hate speech
1007,Why...,not hate speech
1008,He was a very old man in a torn jacket.,hate speech
1009,And he walked very slowly to the stand.,not hate speech
1010,He was dragging his left leg and trying to hide it...,not hate speech
1011,because he was ashamed.,hate speech
1012,I think I know this man better than anyone here.,not hate speech
1013,"This is a quiet, frightened, insignificant old man who...",hate speech
1014,who has been nothing all his life...,hate speech
1015,who has never had recognition...,hate speech
1016,or his name in the newspapers.,hate speech
1017,Nobody knows him.,not hate speech
1018,Nobody quotes him.,not hate speech
1019,Nobody seeks his advice after 75 years.,not hate speech
1020,"Gentlemen, that's a very sad thing  to be nothing.",not hate speech
1021,"A man like this needs to be quoted, to be listened to.",hate speech
1022,To be quoted just once.,not hate speech
1023,Very important to him.,not hate speech
1024,It would be so hard for him to recede into the background...,hate speech
1025, Wait a minute.,not hate speech
1026, When there was a chance...,not hate speech
1027,What are you trying to do  tell us he'd lie just so he could be important once?,not hate speech
1028,No. He wouldn't really lie.,hate speech
1029,But perhaps he made himself believe he heard those words...,not hate speech
1030,and recognized the boy's face.,hate speech
1031,That's the most fantastic story I've ever heard.,not hate speech
1032,How can you make up a thing like that?,not hate speech
1033,What do you know about it?,not hate speech
1034,"Oh, uh, does anybody want a cough drop?",not hate speech
1035," No, thanks.",not hate speech
1036, I'll take one.,hate speech
1037,You can say what you like. I still don't see how anybody can think he's not guilty.,not hate speech
1038,There's something else I'd like to talk about for a minute.,hate speech
1039,Thanks.,not hate speech
1040,"I think we've proved that the old man couldn't have heard the boy say ""I'm gonna kill you.""  But supposing   You didn't prove it at all.",not hate speech
1041, What are you talking about?,not hate speech
1042, Supposing he really did hear it.,hate speech
1043,"This phrase, how many times have all of us used it?",not hate speech
1044,Probably thousands.,hate speech
1045,"""I could kill you for that, darling."" ""Junior, you do that once more, and I'm gonna kill you."" ""Get in there, Rocky, and kill him."" We say it every day. That doesn't mean we're really gonna kill anybody.",not hate speech
1046,Wait a minute.,not hate speech
1047,What are you trying to give us here?,not hate speech
1048,"The phrase was ""I'm gonna kill you."" The kid yelled it at the top of his lungs.",not hate speech
1049,Don't tell me he didn't mean it.,hate speech
1050,"Anybody says a thing like that the way he said it, they mean it.",hate speech
1051,"Well, gee, now I don't know.",hate speech
1052,I remember I was arguing with a guy I work next to at the bank a couple weeks ago.,hate speech
1053,"He called me an idiot, so I yelled at him.",not hate speech
1054,Now listen! This guy's trying to make you believe things that aren't so.,not hate speech
1055,"The kid said he was gonna kill him, and he did kill him.",not hate speech
1056,Let me ask you this. Do you really think the boy would shout out a thing like that...,hate speech
1057,so the whole neighborhood could hear him?,not hate speech
1058,I don't think so.,not hate speech
1059,He's much too bright for that.,not hate speech
1060,Bright? He's a common ignorant slob.,not hate speech
1061,He don't even speak good English.,hate speech
1062,"""He doesn't even speak good English."" Mr. Foreman, I'd like to change my vote to not guilty.",hate speech
1063,You what?,not hate speech
1064, You heard me.,not hate speech
1065, Are you sure?,not hate speech
1066,"Yeah, I'm sure.",not hate speech
1067,"The vote is nine to three, favor of guilty.",hate speech
1068,"Well, if this isn't the living end. Huh?",not hate speech
1069,What are you basing it on  the stories this guy made up?,not hate speech
1070,You ought to write for one of those kooky detective magazines.,hate speech
1071,You'd make a fortune.,not hate speech
1072,For crying out loud. The kid's own lawyer knew he didn't stand a chance.,not hate speech
1073,"Right from the beginning, his own lawyer knew it.",hate speech
1074,You could see it.,not hate speech
1075,"Boy, oh, boy. I'm tellin' you, this guy here is really something.",not hate speech
1076,"Look, the kid had a lawyer, didn't he?",hate speech
1077,"He presented his case, not you.",not hate speech
1078,How come you got so much to say?,not hate speech
1079," Look, lawyers aren't infallible, you know.",not hate speech
1080," Baltimore, please. Huh?",not hate speech
1081,He was courtappointed.,hate speech
1082, What's that supposed to mean?,not hate speech
1083, It could mean a lot of things.,hate speech
1084,"It could mean he didn't want the case, or he resented being appointed.",hate speech
1085,It's the kind of case that brings him nothing...,not hate speech
1086,"no money, no glory, not even much chance of winning.",hate speech
1087,That's not a very promising situation for a young lawyer.,hate speech
1088,He'd really have to believe in his client to put up any kind of a good case...,not hate speech
1089,"and, as you pointed out a minute ago, obviously he didn't.",not hate speech
1090,Of course he didn't. Huh.,not hate speech
1091,Who the heck could?,not hate speech
1092,Except maybe some guy's mother or somebody. I...,not hate speech
1093,"Ah, look.",not hate speech
1094,"Will you look at the time, huh?",not hate speech
1095, Come on. For crying out   Pardon me.,not hate speech
1096, I have made some notes here   Notes.,not hate speech
1097,"And I would like to  please, to say something.",not hate speech
1098, Yeah.,not hate speech
1099, I have been listening very carefully.,not hate speech
1100,"And, uh, it seems to me that this man has some very good points to make.",not hate speech
1101,"From what was presented at the trial, the boy looks guilty on the surface.",hate speech
1102, But maybe if we go deeper?,hate speech
1103," Oh, come on, will ya?",not hate speech
1104,There is a question I would like to ask.,not hate speech
1105,Let us assume that the boy really did commit the murder.,not hate speech
1106,"Now, this happened at 10 minutes after 12:00.",not hate speech
1107,"Now, how was he caught by the police?",not hate speech
1108,"He came back home, uh, at 3:00 or so...",hate speech
1109,and he was captured by two detectives in the hallway of his house.,hate speech
1110,"Now, my question is, if he really had killed his father...",hate speech
1111,why would he come back home three hours later?,not hate speech
1112,Wouldn't he be afraid of being caught?,hate speech
1113,He came home to get his knife.,hate speech
1114,It's not nice to go around leaving knives sticking in people's chests.,not hate speech
1115," Yeah, especially relatives.",not hate speech
1116, Yeah.,not hate speech
1117,I don't see anything funny about it.,not hate speech
1118,The boy knew the knife could be identified as the one he had just bought.,not hate speech
1119,He had to get it before the police did.,not hate speech
1120,"But if he knew the knife could be identified, why did he leave it there in the first place?",not hate speech
1121,"Well, I think we can assume the boy ran out in a state of panic...",hate speech
1122,after having just killed his father.,hate speech
1123,"When he finally calmed down, he realized he had left his knife there.",hate speech
1124,Ah. This then depends on your definition of panic.,not hate speech
1125,He would have had to be calm enough to see to it...,hate speech
1126,that there were no fingerprints left on the knife.,not hate speech
1127,"Now, where did this panic start and where did it end?",not hate speech
1128,"Look, you voted guilty.",not hate speech
1129,What side are ya on?,not hate speech
1130,I don't believe I have to be loyal to one side or the other.,hate speech
1131,I'm simply asking questions.,not hate speech
1132,"Well, this is just off the top of my head, but, uh...",hate speech
1133,"well, if I were the boy and I'd done the stabbing and everything...",not hate speech
1134,I'd take a chance and go back for the knife.,hate speech
1135,I'll bet he figured that nobody had seen him running out...,not hate speech
1136,and that the body wouldn't be discovered till the next day.,hate speech
1137,"Well, after all, it was the middle of the night.",hate speech
1138,I'll bet he'd figured nobody would find the body till the next day.,not hate speech
1139,Pardon. This is my whole point.,not hate speech
1140,The woman across the street testified that the moment after she saw the killing...,not hate speech
1141,"that is, a moment after the train went by...",hate speech
1142,she screamed and then went to telephone the police.,hate speech
1143,"Now, the boy certainly must have heard the scream...",not hate speech
1144,so he knew that somebody saw something.,not hate speech
1145,I just don't think that he would have gone back.,hate speech
1146,"Two things. One, in his state of panic, he may not have heard the scream.",not hate speech
1147,Perhaps it wasn't very loud.,not hate speech
1148,"Two, if he did hear it, he may not have connected it with his own act.",not hate speech
1149,"Remember, he lived in a neighborhood where screams were fairly commonplace.",not hate speech
1150, There's your answer.,not hate speech
1151, Maybe.,not hate speech
1152,"Maybe the boy did kill his father, didn't hear the scream...",not hate speech
1153,"did run out in a panic, did calm down three hours later...",not hate speech
1154,"and come back to get the knife, risking being caught by the police.",hate speech
1155,"Maybe all of those things happened, but maybe they didn't.",hate speech
1156,I think there's enough doubt that we can wonder whether he was there at all...,hate speech
1157,during the time the killing took place.,not hate speech
1158,What do you mean doubt?,not hate speech
1159,What are you talking about?,not hate speech
1160,Didn't the old man see him running out of the house?,hate speech
1161,"He's twisting the facts, I'm telling you.",not hate speech
1162,Did or didn't the old man see the kid running out of the house at 12:10?,hate speech
1163,"Well, did or didn't he?",not hate speech
1164, He says he did.,not hate speech
1165," ""Says he did""? Boy! How do you like that?",not hate speech
1166," Now, look, witnesses can make mistakes.",not hate speech
1167," Sure, when you want them to, they do.",not hate speech
1168,"Or when he wants them to, they do.",not hate speech
1169,You know what I mean?,not hate speech
1170, Keep the yelling down!,not hate speech
1171," Oh, you keep saying that.",not hate speech
1172,Maybe what we need is a little yelling in here.,not hate speech
1173,These guys keep going off every which way.,not hate speech
1174,Did hear the scream.,not hate speech
1175,Didn't hear the scream.,hate speech
1176,What difference does it make? You people are talking only about the little details.,not hate speech
1177,You're forgetting the important stuff.,hate speech
1178,"I mean, all of a sudden, everybody here...",hate speech
1179, I want to call for another vote.,not hate speech
1180, I'm talking here!,not hate speech
1181,There's another vote called for.,not hate speech
1182,Now let's take our seats.,not hate speech
1183,I never saw so much time spent on nothing.,not hate speech
1184,It only takes a second.,hate speech
1185,Okay. I guess the fastest way is to find out who's voting not guilty.,hate speech
1186,"Now, all those voting not guilty, please raise your hands.",not hate speech
1187,Still the same.,not hate speech
1188,"One, two, three not guilty. Nine guilty.",not hate speech
1189,"So, now where are we?",not hate speech
1190,"I'm telling you, we can yacketyyack until next Tuesday. Where's it all getting us?",not hate speech
1191,Pardon. I vote not guilty.,hate speech
1192,Oh!,not hate speech
1193,"What are ya talking about? I mean, we're all going crazy in here or something.",not hate speech
1194,The kid is guilty.,hate speech
1195,Why don't you listen to the facts?,not hate speech
1196,"Tell him, will ya?",not hate speech
1197,Now this is getting to be a joke.,not hate speech
1198,"The vote is eight to four, favor of guilty.",hate speech
1199,"What is this, love your underprivileged brother week or something?",not hate speech
1200,I want you to get up and tell me why you changed your vote.,not hate speech
1201, Come on. Give me your reasons.,not hate speech
1202, I don't have to defend my decision to you.,not hate speech
1203,There is a reasonable doubt in my mind.,not hate speech
1204,What reasonable doubt? That's nothing but words.,not hate speech
1205,"Here, look at this.",hate speech
1206,The kid you just decided isn't guilty was seen ramming this into his father.,hate speech
1207,"Now, what about this, Mr. Reasonable Doubt?",hate speech
1208,That's not the knife.,not hate speech
1209,Don't you remember?,not hate speech
1210,"Oh, brilliant.",not hate speech
1211,"I'm telling ya, this is the craziest.",not hate speech
1212,"I mean, what are we supposed to believe?",hate speech
1213,"I mean, you're sittin' here, you're pulling stories out of thin air, you know?",not hate speech
1214,"A guy like this, if he's, uh, sitting ringside at the DempseyFirpo fight...",not hate speech
1215,"he'd be trying to tell you that, uh...",not hate speech
1216,"Look. Now, what about the old man?",not hate speech
1217,Are we supposed to believe that he didn't get up and run to his door...,hate speech
1218,"and see the kid tearing down the steps He's just saying so to be important, right?",not hate speech
1219," I mean, what's the point of the whole thing?",not hate speech
1220," Wait. Hold it a second, will you?",not hate speech
1221,"Oh, and the Baltimore rooter is heard from again now...",not hate speech
1222,and popups are fallin' for base hits wherever we look.,not hate speech
1223,"Hold it a second. Now, look  Did the old man say he ran to the door?",hate speech
1224,"Ran, walked. What's the difference? He got on, didn't he?",not hate speech
1225,"I mean, he got there, didn't he?",not hate speech
1226," No, now wait a second.",not hate speech
1227, He said he ran. At least I think he did.,not hate speech
1228,"Look, I don't remember what he said, but I don't see how he could have run to the door.",hate speech
1229,Îe said he went from his bedroom to the front door.,hate speech
1230," Now, isn't that enough?",hate speech
1231, Where was the bedroom?,not hate speech
1232, It was down the hall somewhere.,not hate speech
1233, I thought you remembered everything.,hate speech
1234, Don't you remember that?,not hate speech
1235, No.,not hate speech
1236,"Mr. Foreman, I'd like to see a diagram of the apartment.",hate speech
1237, Why don't we just have 'em run the trial all over again so you can get everything straight?  Mr. Foreman.,not hate speech
1238,How come you're the only one in this room wants to see exhibits all the time?,not hate speech
1239, I want to see this one too.,hate speech
1240, And I'd like to stop wasting time.,hate speech
1241,If we're gonna start wading through all that nonsense about where the body was found...,not hate speech
1242,"We're not, not unless somebody else wants to.",hate speech
1243,But I'd like to find out if an old man...,hate speech
1244,who drags one foot when he walks 'cause he had a stroke last year...,not hate speech
1245,can get from his bedroom to his front door in 15 seconds.,hate speech
1246, He said 20 seconds.,not hate speech
1247, Îe said 15.,not hate speech
1248,He said 20 seconds.,not hate speech
